Wall time,Step,Value
1650685405.0628424,6721812,922.8972778320312
1650686014.550782,6744232,939.1526489257812
1650686120.1052773,6747232,883.5809936523438
1650686304.5192792,6754232,831.6142578125
1650686410.207958,6759232,923.588623046875
1650686701.2782385,6771156,960.2964477539062
1650687019.4469798,6783156,947.3992309570312
1650687442.5248473,6797156,926.5216064453125
1650688100.46149,6823156,930.6762084960938
1650688494.1793797,6837156,939.7667236328125
1650688864.3422241,6852458,952.8541870117188
1650689078.251191,6860458,928.1598510742188
1650689290.6103523,6867522,946.7052612304688
1650689448.1165037,6874522,915.03125
1650689475.0378082,6874522,945.8820190429688
1650690166.3092487,6901522,961.0255737304688
1650690538.1392884,6914522,965.834228515625
1650691200.395564,6940188,952.056640625
1650691649.6394715,6956188,937.3007202148438
1650691966.8008268,6969188,931.3626708984375
1650692047.3482144,6972188,960.154052734375
1650692206.2696476,6977188,960.0597534179688
1650692684.2150993,6995857,945.5438232421875
1650692738.1126573,6996857,951.129150390625
1650693218.1791394,7015857,964.1463012695312
1650693321.8723052,7019857,958.3909912109375
1650693878.0353136,7041074,971.0625610351562
1650693984.8980875,7046074,963.6655883789062
1650694170.5561361,7051074,958.3201293945312
1650694515.1918807,7066074,968.358154296875
1650694673.7936954,7071074,955.1688232421875
1650695043.6121945,7086074,1007.3241577148438
1650695360.6081188,7096074,950.9199829101562
1650695758.5725691,7111074,962.84228515625
1650695969.8395545,7120029,962.91943359375
1650695996.5135906,7121029,958.4642333984375
1650696578.3872306,7143029,967.919921875
1650696683.2280486,7146029,964.6535034179688
1650697056.3079557,7161530,955.4352416992188
1650697376.9507883,7173530,973.8309936523438
1650697403.6233044,7175530,951.0104370117188
1650697589.9804807,7181530,977.4760131835938
1650697958.072026,7195530,985.0211181640625
1650698116.3792427,7201530,986.4970703125
1650698302.2453427,7206530,951.8907470703125
1650698355.6486797,7210530,965.4605102539062
1650698593.3839526,7219530,961.2484741210938
1650698646.3577058,7221530,962.9971313476562
1650698672.6473973,7221530,1004.359619140625
1650699177.1618822,7241530,975.7207641601562
1650699256.5220273,7245530,994.649169921875
1650699496.8101904,7253064,976.1651611328125
1650699843.224891,7266064,995.177734375
1650700481.9569035,7290064,961.9429321289062
1650700901.0600865,7306089,969.590576171875
1650701191.6796296,7316089,956.3308715820312
1650701668.0080893,7336073,969.8906860351562
1650701933.4328697,7346073,976.9998168945312
1650701960.0211134,7346073,988.1780395507812
1650702118.8449037,7351073,961.8579711914062
1650702305.5907016,7359122,975.7268676757812
1650702410.8432298,7363062,969.212158203125
1650702437.269001,7365062,1008.538818359375
1650702463.89064,7366062,972.13720703125
1650703048.877492,7386062,997.8734741210938
1650703075.7181654,7387062,976.6207885742188
1650703182.481593,7391062,993.6588745117188
1650703236.7287316,7395062,970.84228515625
1650703475.323987,7403062,978.2724609375
1650703581.7326293,7406062,983.1830444335938
1650704353.1901927,7436510,996.06005859375
1650704379.8272588,7436510,1001.3128051757812
1650704620.422291,7446986,984.318115234375
1650704699.4308362,7448986,986.89599609375
1650704885.105773,7456986,991.022216796875
1650705149.081781,7466986,1006.2256469726562
1650705175.5564604,7466986,1006.6334838867188
1650705228.8389812,7468986,985.4824829101562
1650705359.6972246,7474986,982.4144287109375
1650705519.75322,7478986,991.8141479492188
1650705625.6190507,7484962,1001.1846923828125
1650705678.9025075,7486962,1020.9609985351562
1650706104.1263027,7501456,1004.3131713867188
1650706261.8869653,7506456,991.7619018554688
1650706288.543013,7508456,986.6861572265625
1650706501.5115914,7517623,984.5574340820312
1650707004.0109403,7536623,987.927734375
1650707454.6077285,7552623,1008.8142700195312
1650708145.2304208,7579623,1015.0073852539062
1650708755.5909662,7600373,979.7158203125
1650709100.183667,7615505,1005.373779296875
1650709180.5745435,7618505,994.1101684570312
1650709996.5220494,7649448,1007.2456665039062
1650710022.9644296,7649448,998.0209350585938
1650710446.1330278,7666448,1033.568603515625
1650710472.8829772,7667448,1013.6467895507812
1650710737.7092347,7677448,1020.8267822265625
1650710817.8277645,7679448,1012.9996337890625
1650710871.006794,7681448,1026.7288818359375
1650711163.1615314,7693448,1012.4445190429688
1650711322.6711626,7699448,1015.176513671875
1650711403.153495,7701448,1005.4508056640625
1650711508.9879959,7706448,1027.825439453125
1650711987.2227209,7725191,1020.53125
1650712013.9392128,7726191,1011.5342407226562
1650712119.9156768,7729357,1013.5236206054688
1650712199.5723586,7730708,1020.3998413085938
1650712253.5387099,7735708,1022.0910034179688
1650712622.409653,7747708,1022.54833984375
1650712727.888698,7750708,1057.7088623046875
1650713018.0920215,7764708,1024.3795166015625
1650713098.1959424,7766098,1028.209228515625
1650713631.3652592,7786098,1010.6170654296875
1650713842.2944999,7795098,1040.856689453125
1650714109.3064625,7805357,1030.012451171875
1650714135.7216473,7805357,1044.59716796875
1650714427.9432979,7815357,1041.08935546875
1650715036.9134367,7838802,1013.3284301757812
1650715169.2781434,7846367,1030.8924560546875
1650715618.1802716,7860409,1018.236572265625
1650716786.1128569,7905439,1021.4087524414062
1650716812.7184014,7905439,1028.640380859375
1650716918.707247,7909439,1026.479248046875
1650717026.039287,7915854,1050.655029296875
1650717503.8968973,7930300,1031.1531982421875
1650717663.2905395,7937479,1033.1016845703125
1650718800.8864608,7980819,1030.603759765625
1650719013.4147184,7988797,1046.8204345703125
1650719225.5537531,7997699,1040.714111328125
1650719251.698842,7997699,1017.20751953125
1650719706.1943738,8015699,1038.5316162109375
1650720050.7126474,8027699,1025.4913330078125
1650720158.232816,8030699,1027.87158203125
1650720447.7147398,8043699,1064.9896240234375
1650720765.4807436,8055699,1030.820556640625
1650720845.2947364,8057699,1034.8984375
1650720899.1727798,8059699,1012.2509765625
1650721004.6948886,8064699,1028.9560546875
1650721216.9998224,8070699,1040.3787841796875
1650722807.9319177,8132175,1037.7174072265625
1650722967.2197793,8138175,1024.438232421875
1650722994.0131843,8139175,1007.2939453125
1650723443.4539933,8155430,1057.6912841796875
1650723627.9193218,8163430,1026.62353515625
1650724233.7430158,8185764,1043.7918701171875
1650724341.484886,8190764,1038.99267578125
1650724636.5776887,8201764,1057.7557373046875
1650724715.9203002,8203844,1033.0006103515625
1650725167.2535024,8221007,1033.5152587890625
1650725328.4822922,8226007,1030.254150390625
1650725674.1488266,8241007,1037.4378662109375
1650726205.7379973,8261007,1057.6199951171875
1650726444.4765544,8269007,1048.0308837890625
1650726866.4882593,8285007,1038.8514404296875
1650726918.8499155,8286007,1053.6961669921875
1650727159.354139,8294964,1028.8043212890625
1650727397.7628908,8304964,1050.7999267578125
1650727611.4596937,8313964,1006.0810546875
1650728138.971191,8334704,1053.2933349609375
1650728192.5703628,8334704,1048.625732421875
1650728272.3107285,8337704,1051.44091796875
1650728325.348269,8340704,1017.7306518554688
1650728485.040023,8344704,1050.27783203125
1650728803.8928561,8357704,1040.097412109375
1650728830.887173,8358704,1064.7188720703125
1650729016.4162686,8364704,1061.1492919921875
1650729095.4759502,8368704,1042.76220703125
1650729230.406895,8374704,1041.2789306640625
1650729416.816161,8380704,1013.2022705078125
1650729471.0028684,8384704,1032.1805419921875
1650730823.679775,8434704,1053.357421875
1650731116.347432,8445172,1049.6087646484375
1650731196.5830495,8448172,1025.9012451171875
1650731329.4945388,8454172,1044.94580078125
1650731755.6477542,8468852,961.0481567382812
1650731862.2901666,8473852,984.6134033203125
1650731888.8679163,8473852,1014.0189819335938
1650731942.4701896,8475868,999.702392578125
1650732207.982613,8485868,958.5737915039062
1650732314.0408013,8489868,950.0111694335938
1650732419.845384,8493868,991.5354614257812
1650732661.1021214,8503868,940.031494140625
1650732687.6427352,8503868,1048.93408203125
1650732819.2238128,8509832,1019.7100219726562
1650732925.361206,8514106,1023.1906127929688
1650732951.660443,8514106,1052.5576171875
1650733351.1350117,8529527,1012.2022705078125
1650734168.8419468,8559499,1021.900634765625
1650734487.9611535,8570628,1026.3541259765625
1650734674.7153268,8579628,1030.6319580078125
1650734809.147197,8583628,995.4331665039062
1650735182.0599494,8598046,1032.7799072265625
1650735419.9778976,8605630,1003.9436645507812
1650735820.695026,8621461,1052.6102294921875
1650736114.2672358,8634461,1057.5614013671875
1650736299.722375,8639461,1044.3505859375
1650736326.4169269,8640461,1067.0291748046875
1650736564.895893,8649461,1026.9810791015625
1650737572.4901917,8687461,1049.4022216796875
1650737651.9000316,8690461,1054.561279296875
1650737705.2961502,8694461,1043.8309326171875
1650737784.842461,8696461,1043.09765625
1650737811.0974224,8696461,1051.3636474609375
1650737915.713367,8700461,1069.8079833984375
1650738763.2933972,8734461,1061.080322265625
1650739132.7258573,8746683,1051.659423828125
1650739846.860532,8774363,1043.933349609375
1650740006.225691,8779363,1020.7734985351562
1650740111.8931844,8784363,1038.142822265625
1650740583.3508372,8802174,1053.44580078125
1650740713.9539454,8806174,1031.090087890625
1650741106.7577596,8822071,1024.9830322265625
1650741185.4813788,8825071,1030.6309814453125
1650741263.8799229,8827071,1036.115234375
1650741813.8296661,8849438,1035.625
1650742101.5396278,8860106,1019.7326049804688
1650742441.6107683,8874106,1051.6544189453125
1650742467.5118937,8874106,1040.180419921875
1650742729.3813806,8883917,1036.4923095703125
1650742808.2504988,8886917,1045.5682373046875
1650742912.4256773,8890917,1060.65283203125
1650743355.0192423,8907917,1074.048828125
1650743407.3144553,8909917,1049.131103515625
1650743485.0095348,8913917,1039.7291259765625
1650744033.1330674,8933587,1046.001953125
1650744085.5734096,8935587,1011.017333984375
1650744219.5223296,8941119,1027.38525390625
1650744507.9858174,8950050,1049.22705078125
1650744717.6595287,8960085,1046.81787109375
1650744822.2368798,8963085,1049.2344970703125
1650745266.392099,8980767,1055.2867431640625
1650745423.7846017,8987767,1032.8538818359375
1650745685.9377031,8997709,1040.3782958984375
1650745737.9355178,8999709,1033.8773193359375
1650745895.2199974,9005709,1028.04833984375
1650746024.2811399,9009709,1000.310546875
1650746155.6336694,9015709,1036.0650634765625
1650746234.4706202,9017709,1022.5980834960938
1650746623.3367038,9033262,1043.105712890625
1650746649.5083053,9033262,1070.85302734375
1650747357.4349496,9061154,1043.06689453125
1650747565.7490652,9069502,1040.45263671875
1650747826.376727,9079502,1030.3380126953125
1650748111.8169484,9089496,1050.496337890625
1650748659.6602273,9110336,1045.690673828125
1650749104.2444448,9127336,1036.4703369140625
1650749130.1397455,9129336,1047.8153076171875
1650749960.5309498,9161310,1030.4375
1650749986.3711379,9161310,1036.1136474609375
1650750139.754157,9166934,1054.7880859375
1650751498.9601624,9220472,1050.986083984375
1650751551.0006294,9220472,1018.8884887695312
1650751732.612311,9229472,1028.7664794921875
1650751810.534432,9230472,1033.052734375
1650751994.2946856,9239472,1055.7999267578125
1650752698.6871052,9267319,1061.0235595703125
1650753247.742021,9287334,1044.849853515625
1650753502.3935297,9297334,1056.259521484375
1650753915.1059554,9312881,1047.59130859375
1650753966.3766315,9315881,1035.292236328125
1650754016.9862533,9316881,1066.7174072265625
1650754145.7779622,9321881,1049.150146484375
1650754963.7552006,9353509,1062.5391845703125
1650755091.4007533,9359509,1026.686279296875
1650755374.1768787,9370509,1054.5328369140625
1650755399.6114006,9370509,1046.748779296875
1650755424.8049788,9371509,1036.470458984375
1650755502.3459957,9375509,1039.724609375
1650755916.7947862,9390509,1060.969482421875
1650756612.596155,9417509,1063.9400634765625
1650756690.140757,9420509,1041.6220703125
1650757203.2356205,9441318,1058.3231201171875
1650757355.7493882,9447318,1077.8062744140625
1650757381.5529757,9447318,1078.097412109375
1650758050.1501868,9472496,1070.741455078125
1650758228.0159416,9480496,1053.4779052734375
1650758408.1927917,9488496,1070.619873046875
1650759257.4797463,9520496,1048.2672119140625
1650759334.7855284,9523290,1079.1094970703125
1650759822.4040499,9543022,1071.3349609375
1650759848.5882628,9544022,1066.7064208984375
1650760078.1304765,9551738,1059.316162109375
1650760259.344002,9560738,1058.0767822265625
1650760335.8390222,9561738,1059.228759765625
1650760514.3537505,9570702,1068.7813720703125
1650760589.575951,9571599,1049.1585693359375
1650761080.1410704,9591318,1076.5845947265625
1650761157.0292976,9594318,1073.1177978515625
1650761436.2305596,9604705,1063.0152587890625
1650761717.9843817,9619374,1054.56982421875
1650761973.9172146,9629524,1021.5388793945312
1650762025.7259834,9630524,1079.051513671875
1650762051.889185,9630524,1079.2723388671875
1650762128.1360514,9631524,1070.5999755859375
1650762744.6337311,9659247,1059.6123046875
1650762873.9037886,9661247,1067.559326171875
1650762899.5038927,9661247,1054.5782470703125
1650763001.4022727,9669481,1048.316650390625
1650763488.3797064,9686651,1062.8507080078125
1650763514.355474,9688764,1050.7886962890625
1650763744.3102334,9695764,1057.2110595703125
1650763948.4559824,9702215,1067.5928955078125
1650764256.3415225,9716215,1069.296630859375
1650765202.8501875,9753139,1054.8916015625
1650765278.1098447,9757139,1021.8567504882812
1650765510.946286,9764451,1061.668212890625
1650765536.6339426,9766451,1050.2734375
1650765689.8853014,9772299,1060.430419921875
1650765741.1126304,9773299,1069.326904296875
1650765973.2580981,9782299,1063.4525146484375
1650766875.4341385,9819299,1073.227294921875
1650767003.3213336,9822299,1060.5399169921875
1650767595.2303848,9846467,1070.755615234375
1650767672.626547,9849467,1064.5809326171875
1650767749.439787,9851467,1069.337646484375
1650767979.7886567,9859467,1057.3619384765625
1650768703.972049,9889963,1045.4561767578125
1650769320.2079787,9911963,1066.395263671875
1650769577.4523714,9921963,1081.5142822265625
1650770982.9054463,9978305,1071.292724609375
1650771137.2868257,9984305,1048.2952880859375
1650771239.5661564,9988305,1074.6063232421875
1650771316.2216105,9989305,1060.6351318359375
1650771597.5217135,10002305,1077.618896484375
1650771671.6059206,10005305,1070.3985595703125
